,ErrorType,ErrCount_MT2015063.csv
0,UPPERCASE_SENTENCE_START,3
1,COMMA_PARENTHESIS_WHITESPACE,2
2,ANY_BODY,1
3,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,3
4,MORFOLOGIK_RULE_EN_GB,3
5,I_LOWERCASE,9
6,DOUBLE_PUNCTUATION,3
7,WHITESPACE_RULE,1
