,ErrorType,ErrCount_IMT2014017.csv
0,UPPERCASE_SENTENCE_START,1
1,COMMA_PARENTHESIS_WHITESPACE,13
2,ANY_BODY,1
3,SENTENCE_FRAGMENT,2
4,ENGLISH_WORD_REPEAT_BEGINNING_RULE,8
5,MAY_BE,1
6,MORFOLOGIK_RULE_EN_GB,3
7,DOUBLE_PUNCTUATION,1
8,SENTENCE_WHITESPACE,2
9,WHITESPACE_RULE,3
