,ErrorType,ErrCount_IMT2014047.csv
0,UPPERCASE_SENTENCE_START,2
1,ACCORDING_TO_ME,1
2,ENGLISH_WORD_REPEAT_BEGINNING_RULE,2
3,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,1
4,MORFOLOGIK_RULE_EN_GB,5
5,DOUBLE_PUNCTUATION,5
6,RATHER_THEN,1
