,ErrorType,ErrCount_IMT2014045.csv
0,UPPERCASE_SENTENCE_START,2
1,COMMA_PARENTHESIS_WHITESPACE,4
2,EN_GB_SIMPLE_REPLACE,1
3,ENGLISH_WORD_REPEAT_BEGINNING_RULE,7
4,EN_A_VS_AN,2
5,MORFOLOGIK_RULE_EN_GB,12
6,DOUBLE_PUNCTUATION,1
7,I_LOWERCASE,1
8,EN_CONTRACTION_SPELLING,7
