,ErrorType,ErrCount_IMT2016037.csv
0,UPPERCASE_SENTENCE_START,6
1,COMMA_PARENTHESIS_WHITESPACE,34
2,ALLY_ALLAY,1
3,IN_A_X_MANNER,1
4,MAY_BE,1
5,EN_UNPAIRED_BRACKETS,1
6,CANT,1
7,MORFOLOGIK_RULE_EN_GB,15
8,I_LOWERCASE,15
9,DOUBLE_PUNCTUATION,4
10,WHITESPACE_RULE,3
