,ErrorType,ErrCount_IMT2014055.csv
0,UPPERCASE_SENTENCE_START,2
1,COMMA_PARENTHESIS_WHITESPACE,2
2,ENGLISH_WORD_REPEAT_BEGINNING_RULE,2
3,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,1
4,MORFOLOGIK_RULE_EN_GB,3
5,I_LOWERCASE,9
6,DOUBLE_PUNCTUATION,4
