,ErrorType,ErrCount_F002.csv
0,UPPERCASE_SENTENCE_START,1
1,ENGLISH_WORD_REPEAT_BEGINNING_RULE,2
2,MORFOLOGIK_RULE_EN_GB,1
3,I_LOWERCASE,9
4,IN_PAST,1
5,DOUBLE_PUNCTUATION,3
