,ErrorType,ErrCount_IMT2016092.csv
0,UPPERCASE_SENTENCE_START,2
1,COMMA_PARENTHESIS_WHITESPACE,7
2,EN_GB_SIMPLE_REPLACE,2
3,ENGLISH_WORD_REPEAT_BEGINNING_RULE,11
4,WHERE_AS,1
5,MORFOLOGIK_RULE_EN_GB,13
6,I_LOWERCASE,7
7,DOUBLE_PUNCTUATION,2
8,IT_VBZ,1
9,WHITESPACE_RULE,4
