,ErrorType,ErrCount_IMT2013011.csv
0,UPPERCASE_SENTENCE_START,1
1,MASTERS,1
2,EN_GB_SIMPLE_REPLACE,1
3,KIND_OF_A,1
4,ENGLISH_WORD_REPEAT_RULE,1
5,CANT,1
6,MORFOLOGIK_RULE_EN_GB,6
7,DOUBLE_PUNCTUATION,5
