,ErrorType,ErrCount_F006.csv
0,UPPERCASE_SENTENCE_START,1
1,ENGLISH_WORD_REPEAT_BEGINNING_RULE,1
2,IT_IS,1
3,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,2
4,MORFOLOGIK_RULE_EN_GB,2
5,DOUBLE_PUNCTUATION,5
