,ErrorType,ErrCount_IMT2013038.csv
0,UPPERCASE_SENTENCE_START,2
1,POSSESSIVE_APOSTROPHE,1
2,COMMA_PARENTHESIS_WHITESPACE,4
3,ENGLISH_WORD_REPEAT_BEGINNING_RULE,3
4,MORFOLOGIK_RULE_EN_GB,3
5,I_LOWERCASE,2
6,DOUBLE_PUNCTUATION,2
7,WHITESPACE_RULE,1
