,ErrorType,ErrCount_IMT2012044.csv
0,UPPERCASE_SENTENCE_START,2
1,COMMA_PARENTHESIS_WHITESPACE,2
2,EN_GB_SIMPLE_REPLACE,1
3,ENGLISH_WORD_REPEAT_BEGINNING_RULE,8
4,MORFOLOGIK_RULE_EN_GB,4
5,DOUBLE_PUNCTUATION,3
6,SENTENCE_WHITESPACE,1
7,WHITESPACE_RULE,1
