,ErrorType,ErrCount_IMT2014060.csv
0,UPPERCASE_SENTENCE_START,2
1,COMMA_PARENTHESIS_WHITESPACE,3
2,ENGLISH_WORD_REPEAT_BEGINNING_RULE,4
3,MORFOLOGIK_RULE_EN_GB,11
4,DOUBLE_PUNCTUATION,4
5,SENTENCE_WHITESPACE,13
6,I_LOWERCASE,7
7,WHITESPACE_RULE,3
