,ErrorType,ErrCount_MT2015122.csv
0,UPPERCASE_SENTENCE_START,1
1,COMMA_PARENTHESIS_WHITESPACE,5
2,ENGLISH_WORD_REPEAT_BEGINNING_RULE,5
3,MORFOLOGIK_RULE_EN_GB,3
4,DOUBLE_PUNCTUATION,3
5,SENTENCE_WHITESPACE,13
6,WHITESPACE_RULE,3
