,ErrorType,ErrCount_MT2015109.csv
0,UPPERCASE_SENTENCE_START,1
1,COMMA_PARENTHESIS_WHITESPACE,1
2,DT_PRP,1
3,SENTENCE_FRAGMENT,1
4,DOUBLE_PUNCTUATION,3
5,IN_PAST,1
6,SENTENCE_WHITESPACE,2
7,MORFOLOGIK_RULE_EN_GB,1
8,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,1
