,ErrorType,ErrCount_IMT2016018.csv
0,UPPERCASE_SENTENCE_START,1
1,COMMA_PARENTHESIS_WHITESPACE,9
2,SENTENCE_FRAGMENT,3
3,THE_SUPERLATIVE,1
4,ENGLISH_WORD_REPEAT_BEGINNING_RULE,4
5,DT_PRP,1
6,MORFOLOGIK_RULE_EN_GB,5
7,DOUBLE_PUNCTUATION,3
8,SENTENCE_WHITESPACE,19
9,MOST_SUPERLATIVE,1
10,WHITESPACE_RULE,6
