,ErrorType,ErrCount_IMT2016112.csv
0,UPPERCASE_SENTENCE_START,2
1,IN_A_X_MANNER,2
2,ENGLISH_WORD_REPEAT_BEGINNING_RULE,4
3,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,1
4,AM_I,1
5,MORFOLOGIK_RULE_EN_GB,7
6,DOUBLE_PUNCTUATION,5
7,WHITESPACE_RULE,1
