,ErrorType,ErrCount_IMT2016023.csv
0,UPPERCASE_SENTENCE_START,13
1,COMMA_PARENTHESIS_WHITESPACE,3
2,EN_GB_SIMPLE_REPLACE,1
3,AFFORD_VBG,1
4,ENGLISH_WORD_REPEAT_BEGINNING_RULE,1
5,MORFOLOGIK_RULE_EN_GB,23
6,I_LOWERCASE,15
7,DOUBLE_PUNCTUATION,2
8,WHITESPACE_RULE,3
