,ErrorType,ErrCount_IMT2016107.csv
0,UPPERCASE_SENTENCE_START,3
1,COMMA_PARENTHESIS_WHITESPACE,3
2,AFFORD_VBG,1
3,KIND_OF_A,1
4,THE_SUPERLATIVE,1
5,ENGLISH_WORD_REPEAT_BEGINNING_RULE,6
6,MORFOLOGIK_RULE_EN_GB,6
7,DOUBLE_PUNCTUATION,2
8,I_LOWERCASE,5
9,EN_CONTRACTION_SPELLING,1
