,ErrorType,ErrCount_IMT2013045.csv
0,UPPERCASE_SENTENCE_START,1
1,COMMA_PARENTHESIS_WHITESPACE,1
2,EN_GB_SIMPLE_REPLACE,1
3,ENGLISH_WORD_REPEAT_BEGINNING_RULE,5
4,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,2
5,PROGRESSIVE_VERBS,1
6,SENTENCE_FRAGMENT,1
7,DOUBLE_PUNCTUATION,3
8,MORFOLOGIK_RULE_EN_GB,7
9,PRP_RB_NO_VB,1
10,EN_CONTRACTION_SPELLING,2
11,NEW_XX,1
