,ErrorType,ErrCount_IMT2016103.csv
0,UPPERCASE_SENTENCE_START,11
1,COMMA_PARENTHESIS_WHITESPACE,11
2,IT_IS,1
3,CANT,1
4,MORFOLOGIK_RULE_EN_GB,24
5,I_LOWERCASE,16
6,DOUBLE_PUNCTUATION,1
7,EN_CONTRACTION_SPELLING,3
8,WHITESPACE_RULE,4
