,ErrorType,ErrCount_IMT2016122.csv
0,UPPERCASE_SENTENCE_START,5
1,COMMA_PARENTHESIS_WHITESPACE,11
2,EN_GB_SIMPLE_REPLACE,1
3,EN_A_VS_AN,2
4,ENGLISH_WORD_REPEAT_RULE,1
5,HE_VERB_AGR,1
6,MORFOLOGIK_RULE_EN_GB,14
7,I_LOWERCASE,6
8,IT_VBZ,1
9,WHITESPACE_RULE,3
