,ErrorType,ErrCount_IMT2012043.csv
0,THE_SENT_END,1
1,UPPERCASE_SENTENCE_START,1
2,COMMA_PARENTHESIS_WHITESPACE,2
3,IN_A_X_MANNER,1
4,ENGLISH_WORD_REPEAT_BEGINNING_RULE,3
5,IT_IS,1
6,BEEN_PART_AGREEMENT,1
7,MORFOLOGIK_RULE_EN_GB,3
8,DOUBLE_PUNCTUATION,2
9,IN_PAST,1
10,ADVISE_VBG,1
11,I_LOWERCASE,5
12,WHITESPACE_RULE,2
