,ErrorType,ErrCount_IMT2016126.csv
0,THE_SENT_END,1
1,UPPERCASE_SENTENCE_START,25
2,COMMA_PARENTHESIS_WHITESPACE,2
3,SENTENCE_FRAGMENT,1
4,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,2
5,MORFOLOGIK_RULE_EN_GB,8
6,I_LOWERCASE,28
7,I_MOVING,1
8,DOUBLE_PUNCTUATION,2
9,THEIR_IS,1
10,WHITESPACE_RULE,1
