,ErrorType,ErrCount_IMT2014050.csv
0,COMPARISONS_THEN,1
1,UPPERCASE_SENTENCE_START,1
2,COMMA_PARENTHESIS_WHITESPACE,6
3,SENTENCE_FRAGMENT,1
4,ENGLISH_WORD_REPEAT_BEGINNING_RULE,2
5,MORFOLOGIK_RULE_EN_GB,2
6,DOUBLE_PUNCTUATION,3
7,SENTENCE_WHITESPACE,7
8,COMP_THAN,1
9,I_LOWERCASE,3
