,ErrorType,ErrCount_IMT2013018.csv
0,UPPERCASE_SENTENCE_START,1
1,ENGLISH_WORD_REPEAT_BEGINNING_RULE,3
2,MORFOLOGIK_RULE_EN_GB,2
3,COMMA_PARENTHESIS_WHITESPACE,3
4,DOUBLE_PUNCTUATION,1
