,ErrorType,ErrCount_IMT2013013.csv
0,UPPERCASE_SENTENCE_START,1
1,ENGLISH_WORD_REPEAT_BEGINNING_RULE,2
2,EN_UNPAIRED_BRACKETS,1
3,SENTENCE_FRAGMENT,1
4,DOUBLE_PUNCTUATION,2
5,MORFOLOGIK_RULE_EN_GB,7
6,EN_QUOTES,4
7,WHITESPACE_RULE,2
